ensembl_gene_id	symbol	tx_biotype
ENSG00000251301	LINC02384	lincRNA
ENSG00000256232	LINC02387	lincRNA
ENSG00000257259	LINC02388	lincRNA
ENSG00000255693	LINC02389	lincRNA
ENSG00000258183	LINC02392	lincRNA
ENSG00000256597	LINC02393	lincRNA
ENSG00000257771	LINC02395	lincRNA
ENSG00000258135	LINC02396	lincRNA
ENSG00000256287	LINC02398	lincRNA
ENSG00000257725	LINC02399	lincRNA
ENSG00000257784	LINC02400	lincRNA
ENSG00000257762	LINC02401	lincRNA
ENSG00000257510	LINC02402	lincRNA
ENSG00000257541	LINC02403	lincRNA
ENSG00000257893	LINC02404	lincRNA
ENSG00000249345	LINC02405	lincRNA
ENSG00000258144	LINC02406	lincRNA
ENSG00000203585	LINC02408	lincRNA
ENSG00000258292	LINC02410	protein_coding
ENSG00000256022	LINC02411	lincRNA
ENSG00000248703	LINC02415	lincRNA
ENSG00000214039	LINC02418	lincRNA
ENSG00000256172	LINC02420	lincRNA
ENSG00000255970	LINC02421	lincRNA
ENSG00000255760	LINC02422	lincRNA
ENSG00000256750	LINC02423	lincRNA
ENSG00000258220	LINC02424	lincRNA
ENSG00000256259	LINC02425	lincRNA
ENSG00000257747	LINC02426	lincRNA
ENSG00000251266	LINC02429	lincRNA
ENSG00000250252	LINC02430	lincRNA
ENSG00000248872	LINC02431	lincRNA
ENSG00000248810	LINC02432	lincRNA
ENSG00000234111	LINC02433	lincRNA
ENSG00000250754	LINC02436	lincRNA
ENSG00000255814	LINC02439	lincRNA
ENSG00000256643	LINC02441	lincRNA
ENSG00000256115	LINC02443	lincRNA
ENSG00000258123	LINC02444	lincRNA
ENSG00000215241	LINC02449	lincRNA
ENSG00000257114	LINC02450	lincRNA
ENSG00000257164	LINC02451	lincRNA
ENSG00000245017	LINC02453	protein_coding
ENSG00000246363	LINC02458	lincRNA
ENSG00000257476	LINC02459	lincRNA
ENSG00000258331	LINC02461	lincRNA
ENSG00000249618	LINC02465	lincRNA
ENSG00000246876	LINC02466	lincRNA
ENSG00000225231	LINC02470	lincRNA
ENSG00000223914	LINC02471	lincRNA
ENSG00000248338	LINC02472	lincRNA
ENSG00000261121	LINC02473	lincRNA
ENSG00000251350	LINC02475	lincRNA
ENSG00000225546	LINC02476	lincRNA
ENSG00000251040	LINC02480	lincRNA
ENSG00000251383	LINC02483	lincRNA
ENSG00000203688	LINC02487	lincRNA
ENSG00000259237	LINC02490	lincRNA
ENSG00000250590	LINC02492	lincRNA
ENSG00000250819	LINC02493	lincRNA
ENSG00000250340	LINC02494	lincRNA
ENSG00000250436	LINC02499	lincRNA
ENSG00000249882	LINC02501	lincRNA
ENSG00000250392	LINC02502	lincRNA
ENSG00000248339	LINC02504	lincRNA
ENSG00000251619	LINC02508	lincRNA
ENSG00000250263	LINC02509	lincRNA
ENSG00000248869	LINC02511	lincRNA
ENSG00000248227	LINC02513	lincRNA
ENSG00000250042	LINC02514	lincRNA
ENSG00000261083	LINC02516	lincRNA
ENSG00000249145	LINC02517	lincRNA
ENSG00000232316	LINC02518	lincRNA
ENSG00000224506	LINC02523	lincRNA
ENSG00000230269	LINC02525	lincRNA
ENSG00000229654	LINC02526	lincRNA
ENSG00000226004	LINC02528	lincRNA
ENSG00000234777	LINC02529	lincRNA
ENSG00000234015	LINC02530	lincRNA
ENSG00000235142	LINC02532	lincRNA
ENSG00000228777	LINC02534	lincRNA
ENSG00000272549	LINC02538	lincRNA
ENSG00000234956	LINC02539	lincRNA
ENSG00000236635	LINC02540	lincRNA
ENSG00000230943	LINC02541	lincRNA
ENSG00000261039	LINC02544	lincRNA
ENSG00000254930	LINC02545	lincRNA
ENSG00000255117	LINC02546	lincRNA
ENSG00000254486	LINC02547	lincRNA
ENSG00000255411	LINC02548	lincRNA
ENSG00000226497	LINC02549	lincRNA
ENSG00000256422	LINC02552	lincRNA
ENSG00000226741	LINC02554	lincRNA
ENSG00000236611	LINC02556	lincRNA
ENSG00000268307	LINC02560	lincRNA
ENSG00000224034	LINC02561	lincRNA
ENSG00000263520	LINC02563	lincRNA
ENSG00000267726	LINC02565	lincRNA
ENSG00000237552	LINC02567	lincRNA
ENSG00000237923	LINC02570	lincRNA
ENSG00000256166	LINC02571	lincRNA
ENSG00000229536	LINC02572	lincRNA
ENSG00000233975	LINC02574	lincRNA
ENSG00000233694	LINC02579	lincRNA
ENSG00000261780	LINC02582	lincRNA
ENSG00000187600	LINC02583	processed_transcript
ENSG00000228350	LINC02585	antisense
ENSG00000257842	LINC02588	antisense
ENSG00000223714	LINC02601	lincRNA
ENSG00000230262	LINC02603	lincRNA
ENSG00000228971	LINC02607	lincRNA
ENSG00000226251	LINC02608	lincRNA
ENSG00000233593	LINC02609	lincRNA
ENSG00000186235	LINC02610	processed_transcript
ENSG00000226791	LINC02611	lincRNA
ENSG00000224048	LINC02612	lincRNA
ENSG00000231367	LINC02613	lincRNA
ENSG00000261761	LINC02616	lincRNA
ENSG00000256288	LINC02617	lincRNA
ENSG00000249382	LINC02619	lincRNA
ENSG00000225768	LINC02620	lincRNA
ENSG00000234756	LINC02621	lincRNA
ENSG00000259267	LINC02622	lincRNA
ENSG00000234944	LINC02623	lincRNA
ENSG00000229775	LINC02624	lincRNA
ENSG00000236799	LINC02626	lincRNA
ENSG00000230573	LINC02639	lincRNA
ENSG00000230109	LINC02643	lincRNA
ENSG00000230720	LINC02644	lincRNA
ENSG00000223993	LINC02647	lincRNA
ENSG00000215244	LINC02649	lincRNA
ENSG00000233945	LINC02650	lincRNA
ENSG00000237128	LINC02652	lincRNA
ENSG00000236373	LINC02653	lincRNA
ENSG00000226140	LINC02654	lincRNA
ENSG00000231082	LINC02655	lincRNA
ENSG00000234973	LINC02658	lincRNA
ENSG00000236769	LINC02659	lincRNA
ENSG00000231326	LINC02662	lincRNA
ENSG00000223581	LINC02665	lincRNA
ENSG00000224190	LINC02667	lincRNA
ENSG00000226762	LINC02668	lincRNA
ENSG00000233321	LINC02669	lincRNA
ENSG00000224788	LINC02670	lincRNA
ENSG00000224714	LINC02671	lincRNA
ENSG00000234752	LINC02676	lincRNA
ENSG00000226676	LINC02679	lincRNA
ENSG00000229649	LINC02681	lincRNA
ENSG00000254661	LINC02682	lincRNA
ENSG00000254438	LINC02683	lincRNA
ENSG00000255512	LINC02684	lincRNA
ENSG00000254654	LINC02685	lincRNA
ENSG00000254594	LINC02686	lincRNA
ENSG00000255267	LINC02687	lincRNA
ENSG00000254872	LINC02688	lincRNA
ENSG00000258913	LINC02691	lincRNA
ENSG00000254427	LINC02696	lincRNA
ENSG00000237937	LINC02702	lincRNA
ENSG00000255183	LINC02711	lincRNA
ENSG00000273409	LINC02712	lincRNA
ENSG00000255502	LINC02713	lincRNA
ENSG00000251226	LINC02714	lincRNA
ENSG00000254659	LINC02715	lincRNA
ENSG00000205106	LINC02716	protein_coding
ENSG00000254580	LINC02719	lincRNA
ENSG00000255178	LINC02720	lincRNA
ENSG00000255133	LINC02721	lincRNA
ENSG00000181908	LINC02724	protein_coding
ENSG00000251323	LINC02728	lincRNA
ENSG00000255335	LINC02729	antisense
ENSG00000204241	LINC02731	lincRNA
ENSG00000255553	LINC02733	lincRNA
ENSG00000255382	LINC02734	lincRNA
ENSG00000255433	LINC02735	lincRNA
ENSG00000256684	LINC02737	lincRNA
ENSG00000249867	LINC02742	lincRNA
ENSG00000255258	LINC02743	lincRNA
ENSG00000255774	LINC02747	lincRNA
ENSG00000254480	LINC02749	lincRNA
ENSG00000254946	LINC02751	lincRNA
ENSG00000248844	LINC02753	lincRNA
ENSG00000255175	LINC02759	lincRNA
ENSG00000254516	LINC02760	lincRNA
ENSG00000254968	LINC02763	lincRNA
ENSG00000255484	LINC02764	lincRNA
ENSG00000224535	LINC02771	lincRNA
ENSG00000226828	LINC02774	lincRNA
ENSG00000224977	LINC02776	lincRNA
ENSG00000231718	LINC02789	lincRNA
ENSG00000237435	LINC02790	processed_transcript
ENSG00000227082	LINC02798	lincRNA
ENSG00000230023	LINC02800	lincRNA
ENSG00000232527	LINC02802	lincRNA
ENSG00000232265	LINC02805	lincRNA
ENSG00000236648	LINC02810	lincRNA
ENSG00000234754	LINC02817	lincRNA
ENSG00000224164	LINC02828	lincRNA
ENSG00000229274	LINC02829	lincRNA
ENSG00000224173	LINC02831	lincRNA
ENSG00000264464	LINC02837	lincRNA
ENSG00000254123	LINC02839	lincRNA
ENSG00000224893	LINC02840	lincRNA
ENSG00000267407	LINC02841	lincRNA
ENSG00000228189	LINC02843	lincRNA
ENSG00000253679	LINC02844	lincRNA
ENSG00000253644	LINC02845	lincRNA
ENSG00000236436	LINC02850	lincRNA
ENSG00000230852	LINC02857	lincRNA
ENSG00000237571	LINC02862	lincRNA
ENSG00000263711	LINC02864	nonsense_mediated_decay
ENSG00000260264	LINC2194	lincRNA
ENSG00000253641	LINCR-0001	lincRNA
ENSG00000249436	LINCR-0003	lincRNA
ENSG00000258609	LINC-ROR	lincRNA
ENSG00000169783	LINGO1	protein_coding
ENSG00000259666	LINGO1-AS1	antisense
ENSG00000259281	LINGO1-AS2	antisense
ENSG00000174482	LINGO2	protein_coding
ENSG00000220008	LINGO3	protein_coding
ENSG00000213171	LINGO4	protein_coding
ENSG00000166035	LIPC	protein_coding
ENSG00000259293	LIPC-AS1	antisense
ENSG00000182333	LIPF	protein_coding
ENSG00000163898	LIPH	protein_coding
ENSG00000188992	LIPI	protein_coding
ENSG00000204022	LIPJ	retained_intron
ENSG00000204021	LIPK	protein_coding
ENSG00000173239	LIPM	protein_coding
ENSG00000204020	LIPN	protein_coding
ENSG00000145721	LIX1	protein_coding
ENSG00000234222	LIX1L-AS1	antisense
ENSG00000171695	LKAAEAR1	protein_coding
ENSG00000215403	LL22NC01-81G9,3	antisense
ENSG00000220891	LL22NC03-63E9,3	protein_coding
ENSG00000165131	LLCFC1	protein_coding
ENSG00000239335	LLPH-DT	antisense
ENSG00000140506	LMAN1L	retained_intron
ENSG00000227110	LMCD1-AS1	antisense
ENSG00000232832	LMLN-AS1	antisense
ENSG00000251072	LMNB1-DT	lincRNA
ENSG00000254815	LMNTD2-AS1	antisense
ENSG00000166407	LMO1	protein_coding
ENSG00000135363	LMO2	retained_intron
ENSG00000048540	LMO3	protein_coding
ENSG00000178734	LMO7DN	protein_coding
ENSG00000223458	LMO7DN-IT1	sense_intronic
ENSG00000170807	LMOD2	protein_coding
ENSG00000163380	LMOD3	protein_coding
ENSG00000162761	LMX1A	protein_coding
ENSG00000136944	LMX1B	protein_coding
ENSG00000237396	LNCNEF	lincRNA
ENSG00000253741	LNCOC1	antisense
ENSG00000232301	LNCPRESS1	antisense
ENSG00000072201	LNX1	protein_coding
ENSG00000250930	LNX1-AS1	antisense
ENSG00000265489	LOC100128006	antisense
ENSG00000250274	LOC100128059	lincRNA
ENSG00000259658	LOC100128108	protein_coding
ENSG00000239219	LOC100128164	antisense
ENSG00000179253	LOC100128310	protein_coding
ENSG00000233491	LOC100128317	lincRNA
ENSG00000229196	LOC100128325	antisense
ENSG00000248027	LOC100128386	antisense
ENSG00000251143	LOC100128494	antisense
ENSG00000266983	LOC100128568	antisense
ENSG00000205890	LOC100128770	antisense
ENSG00000261744	LOC100128882	antisense
ENSG00000255020	LOC100129129	antisense
ENSG00000224090	LOC100129175	antisense
ENSG00000237265	LOC100129291	lincRNA
ENSG00000177699	LOC100129540	antisense
ENSG00000232825	LOC100129620	antisense
ENSG00000205018	LOC100129697	protein_coding
ENSG00000264269	LOC100129878	antisense
ENSG00000245748	LOC100129931	antisense
ENSG00000268153	LOC100129935	processed_transcript
ENSG00000256802	LOC100130111	antisense
ENSG00000179447	LOC100130264	antisense
ENSG00000254451	LOC100130268	antisense
ENSG00000237250	LOC100130331	antisense
ENSG00000215022	LOC100130357	antisense
ENSG00000218416	LOC100130449	retained_intron
ENSG00000235138	LOC100130548	antisense
ENSG00000203900	LOC100130587	antisense
ENSG00000233437	LOC100130849	processed_transcript
ENSG00000267882	LOC100131496	protein_coding
ENSG00000228804	LOC100131635	protein_coding
ENSG00000255428	LOC100132078	sense_intronic
ENSG00000227717	LOC100132202	unprocessed_pseudogene
ENSG00000231609	LOC100132215	antisense
ENSG00000268472	LOC100132686	protein_coding
ENSG00000203987	LOC100133077	antisense
ENSG00000230212	LOC100133286	sense_intronic
ENSG00000261522	LOC100133920	processed_transcript
ENSG00000236829	LOC100134368	processed_transcript
ENSG00000224675	LOC100144595	antisense
ENSG00000266149	LOC100192426	antisense
ENSG00000250654	LOC100240735	processed_transcript
ENSG00000178836	LOC100286922	processed_transcript
ENSG00000228606	LOC100287049	antisense
ENSG00000230000	LOC100287704	protein_coding
ENSG00000204117	LOC100287792	lincRNA
ENSG00000257545	LOC100287944	protein_coding
ENSG00000267244	LOC100288123	antisense
ENSG00000177596	LOC100288208	protein_coding
ENSG00000184115	LOC100288570	lincRNA
ENSG00000261848	LOC100288728	lincRNA
ENSG00000261437	LOC100288748	antisense
ENSG00000249906	LOC100288866	antisense
ENSG00000232528	LOC100289473	unitary_pseudogene
ENSG00000239969	LOC100289561	processed_transcript
ENSG00000232431	LOC100289656	processed_transcript
ENSG00000218018	LOC100291105	antisense
ENSG00000250771	LOC100419170	processed_transcript
ENSG00000232765	LOC100421746	processed_transcript
ENSG00000236668	LOC100505588	antisense
ENSG00000230387	LOC100505664	lincRNA
ENSG00000251249	LOC100505685	lincRNA
ENSG00000223522	LOC100505716	antisense
ENSG00000226833	LOC100505774	antisense
ENSG00000234859	LOC100505782	antisense
ENSG00000233693	LOC100505795	antisense
ENSG00000263958	LOC100505797	lincRNA
ENSG00000250803	LOC100505841	processed_transcript
ENSG00000260735	LOC100505915	antisense
ENSG00000257711	LOC100505978	antisense
ENSG00000226733	LOC100505985	lincRNA
ENSG00000258525	LOC100506071	antisense
ENSG00000261777	LOC100506083	antisense
ENSG00000233834	LOC100506098	lincRNA
ENSG00000250116	LOC100506142	antisense
ENSG00000234693	LOC100506175	antisense
ENSG00000232759	LOC100506178	antisense
ENSG00000251364	LOC100506258	antisense
ENSG00000237862	LOC100506271	lincRNA
ENSG00000229727	LOC100506274	lincRNA
ENSG00000240338	LOC100506281	processed_transcript
ENSG00000233760	LOC100506289	lincRNA
ENSG00000259118	LOC100506321	antisense
ENSG00000238194	LOC100506384	antisense
ENSG00000262061	LOC100506388	antisense
ENSG00000228496	LOC100506405	sense_intronic
ENSG00000249748	LOC100506406	antisense
ENSG00000259153	LOC100506411	lincRNA
ENSG00000249341	LOC100506444	sense_intronic
ENSG00000225649	LOC100506474	lincRNA
ENSG00000240973	LOC100506489	lincRNA
ENSG00000272568	LOC100506497	antisense
ENSG00000257279	LOC100506551	antisense
ENSG00000254584	LOC100506675	antisense
ENSG00000230319	LOC100506679	antisense
ENSG00000226770	LOC100506682	lincRNA
ENSG00000215246	LOC100506688	antisense
ENSG00000256546	LOC100506691	lincRNA
ENSG00000227544	LOC100506725	lincRNA
ENSG00000229015	LOC100506790	lincRNA
ENSG00000225793	LOC100506804	lincRNA
ENSG00000258231	LOC100506869	protein_coding
ENSG00000225881	LOC100506937	antisense
ENSG00000254064	LOC100507071	antisense
ENSG00000255521	LOC100507144	antisense
ENSG00000247363	LOC100507250	lincRNA
ENSG00000261760	LOC100507334	lincRNA
ENSG00000251138	LOC100507377	lincRNA
ENSG00000254519	LOC100507384	lincRNA
ENSG00000251623	LOC100507387	lincRNA
ENSG00000249717	LOC100507388	antisense
ENSG00000243818	LOC100507389	antisense
ENSG00000253123	LOC100507403	lincRNA
ENSG00000253380	LOC100507464	lincRNA
ENSG00000237807	LOC100507516	lincRNA
ENSG00000259916	LOC100509620	protein_coding
ENSG00000225868	LOC100631378	lincRNA
ENSG00000206356	LOC100652833	processed_pseudogene
ENSG00000257550	LOC100652999	antisense
ENSG00000260653	LOC100653233	lincRNA
ENSG00000236866	LOC100996263	antisense
ENSG00000267289	LOC100996288	lincRNA
ENSG00000233029	LOC100996318	antisense
ENSG00000267551	LOC100996351	antisense
ENSG00000248469	LOC100996385	protein_coding
ENSG00000234884	LOC100996404	antisense
ENSG00000238009	LOC100996442	lincRNA
ENSG00000243150	LOC100996447	antisense
ENSG00000228037	LOC100996583	antisense
ENSG00000256732	LOC100996671	lincRNA
ENSG00000244184	LOC101559451	antisense
ENSG00000253967	LOC101926892	lincRNA
ENSG00000253726	LOC101926908	sense_intronic
ENSG00000234350	LOC101926913	lincRNA
ENSG00000257285	LOC101926933	antisense
ENSG00000242973	LOC101926934	antisense
ENSG00000232729	LOC101926943	antisense
ENSG00000253177	LOC101926956	lincRNA
ENSG00000231252	LOC101926964	lincRNA
ENSG00000229380	LOC101927000	antisense
ENSG00000265845	LOC101927018	antisense
ENSG00000235122	LOC101927020	antisense
ENSG00000251076	LOC101927023	antisense
ENSG00000260071	LOC101927026	lincRNA
ENSG00000254224	LOC101927039	antisense
ENSG00000249328	LOC101927040	lincRNA
ENSG00000233360	LOC101927051	antisense
ENSG00000250365	LOC101927124	antisense
ENSG00000262999	LOC101927131	antisense
ENSG00000231683	LOC101927136	lincRNA
ENSG00000227599	LOC101927138	antisense
ENSG00000227466	LOC101927139	antisense
ENSG00000254394	LOC101927141	lincRNA
ENSG00000232628	LOC101927143	sense_intronic
ENSG00000229042	LOC101927159	processed_transcript
ENSG00000237101	LOC101927164	antisense
ENSG00000265069	LOC101927188	antisense
ENSG00000236740	LOC101927189	lincRNA
ENSG00000261394	LOC101927227	antisense
ENSG00000250075	LOC101927237	lincRNA
ENSG00000251239	LOC101927253	antisense
ENSG00000258334	LOC101927267	antisense
ENSG00000259582	LOC101927310	lincRNA
ENSG00000271860	LOC101927314	lincRNA
ENSG00000257588	LOC101927318	antisense
ENSG00000227809	LOC101927358	lincRNA
ENSG00000231119	LOC101927377	antisense
ENSG00000235139	LOC101927378	lincRNA
ENSG00000254041	LOC101927392	antisense
ENSG00000260101	LOC101927402	lincRNA
ENSG00000260779	LOC101927410	antisense
ENSG00000258949	LOC101927418	antisense
ENSG00000234953	LOC101927434	antisense
ENSG00000203527	LOC101927447	antisense
ENSG00000260995	LOC101927450	lincRNA
ENSG00000227733	LOC101927468	sense_intronic
ENSG00000236393	LOC101927476	lincRNA
ENSG00000250230	LOC101927495	lincRNA
ENSG00000233926	LOC101927502	lincRNA
ENSG00000254278	LOC101927513	antisense
ENSG00000255595	LOC101927531	lincRNA
ENSG00000204929	LOC101927533	lincRNA
ENSG00000263499	LOC101927539	antisense
ENSG00000248318	LOC101927543	antisense
ENSG00000230922	LOC101927551	sense_intronic
ENSG00000260927	LOC101927556	antisense
ENSG00000266100	LOC101927557	antisense
ENSG00000233008	LOC101927560	lincRNA
ENSG00000266850	LOC101927571	antisense
ENSG00000227463	LOC101927575	lincRNA
ENSG00000214803	LOC101927588	lincRNA
ENSG00000258731	LOC101927620	antisense
ENSG00000236039	LOC101927630	lincRNA
ENSG00000224292	LOC101927635	antisense
ENSG00000251600	LOC101927636	lincRNA
ENSG00000244791	LOC101927657	lincRNA
ENSG00000266290	LOC101927666	lincRNA
ENSG00000258803	LOC101927690	lincRNA
ENSG00000228484	LOC101927692	lincRNA
ENSG00000254718	LOC101927702	antisense
ENSG00000255367	LOC101927708	processed_transcript
ENSG00000262003	LOC101927727	protein_coding
ENSG00000229425	LOC101927745	lincRNA
ENSG00000238276	LOC101927760	retained_intron
ENSG00000229869	LOC101927762	antisense
ENSG00000226097	LOC101927769	lincRNA
ENSG00000228044	LOC101927787	lincRNA
ENSG00000259881	LOC101927793	antisense
ENSG00000253165	LOC101927798	lincRNA
ENSG00000271133	LOC101927811	antisense
ENSG00000254319	LOC101927815	lincRNA
ENSG00000253593	LOC101927822	lincRNA
ENSG00000229311	LOC101927827	lincRNA
ENSG00000225084	LOC101927839	antisense
ENSG00000251218	LOC101927845	lincRNA
ENSG00000238005	LOC101927851	lincRNA
ENSG00000267131	LOC101927855	antisense
ENSG00000224903	LOC101927858	antisense
ENSG00000234715	LOC101927870	antisense
ENSG00000231172	LOC101927884	antisense
ENSG00000231811	LOC101927888	lincRNA
ENSG00000253469	LOC101927908	lincRNA
ENSG00000262884	LOC101927911	antisense
ENSG00000234210	LOC101927914	lincRNA
ENSG00000267414	LOC101927943	lincRNA
ENSG00000229494	LOC101927948	lincRNA
ENSG00000270174	LOC101927950	antisense
ENSG00000236990	LOC101927964	lincRNA
ENSG00000269985	LOC101927972	antisense
ENSG00000223446	LOC101927993	antisense
ENSG00000247131	LOC101928002	antisense
ENSG00000255476	LOC101928008	antisense
ENSG00000229699	LOC101928009	lincRNA
ENSG00000223646	LOC101928012	lincRNA
ENSG00000261404	LOC101928035	lincRNA
ENSG00000249419	LOC101928052	antisense
ENSG00000246308	LOC101928053	antisense
ENSG00000253764	LOC101928058	lincRNA
ENSG00000245466	LOC101928075	lincRNA
ENSG00000253295	LOC101928093	antisense
ENSG00000245648	LOC101928100	antisense
ENSG00000226527	LOC101928107	lincRNA
ENSG00000226026	LOC101928118	antisense
ENSG00000259446	LOC101928134	antisense
ENSG00000250007	LOC101928174	antisense
ENSG00000236513	LOC101928201	lincRNA
ENSG00000227210	LOC101928222	antisense
ENSG00000236120	LOC101928228	lincRNA
ENSG00000264985	LOC101928251	antisense
ENSG00000225102	LOC101928253	antisense
ENSG00000219445	LOC101928254	lincRNA
ENSG00000262966	LOC101928266	antisense
ENSG00000268686	LOC101928295	antisense
ENSG00000232310	LOC101928304	lincRNA
ENSG00000236064	LOC101928335	antisense
ENSG00000230392	LOC101928336	lincRNA
ENSG00000225420	LOC101928371	antisense
ENSG00000198358	LOC101928372	antisense
ENSG00000231963	LOC101928380	antisense
ENSG00000232377	LOC101928386	antisense
ENSG00000235834	LOC101928389	sense_intronic
ENSG00000261285	LOC101928392	lincRNA
ENSG00000233288	LOC101928401	lincRNA
ENSG00000232412	LOC101928402	lincRNA
ENSG00000232892	LOC101928404	antisense
ENSG00000259520	LOC101928414	antisense
ENSG00000255916	LOC101928416	antisense
ENSG00000260832	LOC101928417	antisense
ENSG00000255337	LOC101928424	antisense
ENSG00000224613	LOC101928436	antisense
ENSG00000237461	LOC101928438	lincRNA
ENSG00000256321	LOC101928441	lincRNA
ENSG00000244945	LOC101928445	antisense
ENSG00000260862	LOC101928446	sense_intronic
ENSG00000232058	LOC101928475	lincRNA
ENSG00000237208	LOC101928495	lincRNA
ENSG00000223786	LOC101928516	lincRNA
ENSG00000269072	LOC101928517	antisense
ENSG00000242686	LOC101928521	antisense
ENSG00000226706	LOC101928525	antisense
ENSG00000236617	LOC101928530	antisense
ENSG00000250915	LOC101928532	lincRNA
ENSG00000254811	LOC101928535	processed_transcript
ENSG00000270159	LOC101928557	antisense
ENSG00000228697	LOC101928565	lincRNA
ENSG00000249106	LOC101928590	antisense
ENSG00000237707	LOC101928596	antisense
ENSG00000261184	LOC101928618	sense_overlapping
ENSG00000250954	LOC101928622	lincRNA
ENSG00000230021	LOC101928626	lincRNA
ENSG00000226484	LOC101928627	antisense
ENSG00000248529	LOC101928651	antisense
ENSG00000237468	LOC101928661	lincRNA
ENSG00000266970	LOC101928674	lincRNA
ENSG00000261697	LOC101928682	sense_intronic
ENSG00000229531	LOC101928696	antisense
ENSG00000261095	LOC101928708	lincRNA
ENSG00000247810	LOC101928721	lincRNA
ENSG00000258274	LOC101928731	antisense
ENSG00000228151	LOC101928733	antisense
ENSG00000260750	LOC101928737	lincRNA
ENSG00000229102	LOC101928739	lincRNA
ENSG00000236461	LOC101928748	lincRNA
ENSG00000224865	LOC101928782	lincRNA
ENSG00000233569	LOC101928797	lincRNA
ENSG00000245928	LOC101928809	antisense
ENSG00000233968	LOC101928834	antisense
ENSG00000255100	LOC101928837	antisense
ENSG00000267709	LOC101928844	antisense
ENSG00000247416	LOC101928847	antisense
ENSG00000259530	LOC101928850	lincRNA
ENSG00000262833	LOC101928855	antisense
ENSG00000249364	LOC101928858	lincRNA
ENSG00000222001	LOC101928881	protein_coding
ENSG00000255314	LOC101928894	lincRNA
ENSG00000255084	LOC101928896	antisense
ENSG00000259163	LOC101928909	antisense
ENSG00000249295	LOC101928924	antisense
ENSG00000237419	LOC101928932	lincRNA
ENSG00000258039	LOC101928937	antisense
ENSG00000256195	LOC101928940	antisense
ENSG00000251059	LOC101928942	antisense
ENSG00000272677	LOC101928963	antisense
ENSG00000250546	LOC101928978	lincRNA
ENSG00000267421	LOC101928982	lincRNA
ENSG00000259351	LOC101928988	antisense
ENSG00000229261	LOC101928994	antisense
ENSG00000197171	LOC101929006	unprocessed_pseudogene
ENSG00000234387	LOC101929022	lincRNA
ENSG00000243224	LOC101929054	antisense
ENSG00000257860	LOC101929058	protein_coding
ENSG00000226304	LOC101929073	antisense
ENSG00000245719	LOC101929076	lincRNA
ENSG00000236137	LOC101929099	antisense
ENSG00000198491	LOC101929106	antisense
ENSG00000249713	LOC101929109	antisense
ENSG00000228392	LOC101929116	lincRNA
ENSG00000260599	LOC101929124	sense_intronic
ENSG00000250111	LOC101929141	unprocessed_pseudogene
ENSG00000235059	LOC101929148	lincRNA
ENSG00000258136	LOC101929162	antisense
ENSG00000254334	LOC101929172	lincRNA
ENSG00000246541	LOC101929210	lincRNA
ENSG00000253455	LOC101929217	lincRNA
ENSG00000250493	LOC101929227	antisense
ENSG00000248738	LOC101929237	antisense
ENSG00000253608	LOC101929268	antisense
ENSG00000254839	LOC101929269	lincRNA
ENSG00000246477	LOC101929290	antisense
ENSG00000245552	LOC101929295	antisense
ENSG00000233365	LOC101929297	lincRNA
ENSG00000253643	LOC101929315	antisense
ENSG00000224307	LOC101929331	lincRNA
ENSG00000250073	LOC101929340	antisense
ENSG00000253551	LOC101929341	antisense
ENSG00000249710	LOC101929353	antisense
ENSG00000256577	LOC101929384	antisense
ENSG00000232900	LOC101929413	lincRNA
ENSG00000254254	LOC101929415	antisense
ENSG00000234647	LOC101929420	lincRNA
ENSG00000254607	LOC101929427	antisense
ENSG00000259422	LOC101929439	antisense
ENSG00000223884	LOC101929452	antisense
ENSG00000259362	LOC101929457	lincRNA
ENSG00000233246	LOC101929464	antisense
ENSG00000255087	LOC101929473	lincRNA
ENSG00000253871	LOC101929488	lincRNA
ENSG00000246214	LOC101929524	antisense
ENSG00000253281	LOC101929528	lincRNA
ENSG00000236841	LOC101929532	antisense
ENSG00000261798	LOC101929536	antisense
ENSG00000245008	LOC101929538	antisense
ENSG00000226506	LOC101929551	lincRNA
ENSG00000263063	LOC101929552	lincRNA
ENSG00000226659	LOC101929574	antisense
ENSG00000249635	LOC101929577	antisense
ENSG00000259175	LOC101929586	antisense
ENSG00000229444	LOC101929592	antisense
ENSG00000245293	LOC101929595	antisense
ENSG00000227857	LOC101929626	antisense
ENSG00000237654	LOC101929653	antisense
ENSG00000224504	LOC101929662	lincRNA
ENSG00000272323	LOC101929704	antisense
ENSG00000237686	LOC101929705	antisense
ENSG00000251314	LOC101929710	antisense
ENSG00000258471	LOC101929718	antisense
ENSG00000246528	LOC101929759	antisense
ENSG00000251685	LOC101929773	unprocessed_pseudogene
ENSG00000239930	LOC101930094	sense_intronic
ENSG00000253671	LOC101930275	lincRNA
ENSG00000225140	LOC101930421	antisense
ENSG00000229327	LOC102031319	antisense
ENSG00000253147	LOC102467222	lincRNA
ENSG00000247199	LOC102546294	antisense
ENSG00000241956	LOC102546299	antisense
ENSG00000248896	LOC102723313	antisense
ENSG00000260493	LOC102723322	antisense
ENSG00000259540	LOC102723335	antisense
ENSG00000261465	LOC102723385	antisense
ENSG00000225209	LOC102723427	lincRNA
ENSG00000231876	LOC102723536	lincRNA
ENSG00000255746	LOC102723544	sense_intronic
ENSG00000258928	LOC102723604	protein_coding
ENSG00000261448	LOC102723692	antisense
ENSG00000183154	LOC102723701	protein_coding
